customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0567-GGCAC,0,0,1,0,7,1,1,0,1,0,1,0,0,0,0,1,0,61.4,438.9,0
7089-IVVAZ,0,0,1,0,8,1,2,1,1,1,0,1,1,1,0,0,2,103.35,847.3,1
8884-MRNSU,1,0,0,1,17,1,1,2,2,2,2,2,2,2,1,1,2,19.9,329.75,0
2171-UDMFD,1,0,0,1,32,1,1,2,2,2,2,2,2,2,0,0,3,19.45,674.55,0
9050-IKDZA,0,1,1,0,2,1,1,1,0,1,0,0,1,0,0,1,1,81.5,162.55,0
2205-YMZZJ,1,1,1,0,7,1,2,1,0,1,0,0,1,0,0,0,0,84.8,546.95,1
9802-CAQUT,0,0,0,1,72,1,2,1,1,0,1,0,1,1,2,1,3,109.55,7887.25,0
1254-IZEYF,0,1,1,0,31,1,2,1,0,0,0,0,1,1,0,0,0,99.95,3186.65,1
0187-WZNAB,0,0,0,1,27,1,1,1,1,1,0,0,0,0,0,1,1,74.4,1972.35,0
9492-TOKRI,0,0,1,0,18,1,2,1,0,0,0,0,1,0,0,0,3,90.0,1527.35,1
1475-VWVDO,1,0,1,0,7,1,1,1,0,1,1,0,0,0,0,0,0,74.9,490.55,0
9221-OTIVJ,0,1,1,0,14,1,2,1,0,0,1,0,1,1,0,0,0,104.85,1531.4,1
1357-MVDOZ,1,0,0,1,11,1,1,0,0,1,1,0,1,0,0,0,2,59.65,683.25,0
7602-MVRMB,0,0,0,1,72,1,2,1,1,1,1,1,1,1,2,0,2,110.45,8058.85,0
3325-FUYCG,1,0,0,1,28,1,2,1,1,0,0,0,1,1,1,1,0,106.1,2847.4,1
5908-QMGOE,1,1,1,0,15,1,2,1,0,1,0,0,0,0,0,0,3,74.2,1133.9,1
1197-BVMVG,0,1,1,0,4,1,2,1,0,1,0,0,0,0,0,0,0,74.45,294.45,0
5406-KGRMX,0,0,1,0,71,1,2,2,2,2,2,2,2,2,2,1,0,24.55,1719.15,0
8481-YYXWG,0,0,1,0,5,1,1,1,0,0,0,1,0,1,0,0,0,89.35,461.7,1
5968-HYJRZ,1,0,0,1,47,1,2,2,2,2,2,2,2,2,2,1,1,24.55,1160.45,0
5198-EFNBM,1,1,0,0,57,1,1,1,0,0,1,0,1,0,1,0,0,90.65,5199.8,0
7516-GMHUV,1,1,0,0,50,1,2,1,1,1,1,0,1,1,2,0,3,105.05,5163.3,0
7140-ADSMJ,1,0,1,0,8,1,1,2,2,2,2,2,2,2,0,0,3,20.45,162.3,0
2230-XTUWL,0,0,0,1,48,1,1,2,2,2,2,2,2,2,2,1,1,19.55,883.35,0
7706-YLMQA,0,0,1,0,70,1,1,2,2,2,2,2,2,2,1,1,2,19.7,1341.5,0
2585-KTFRE,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,2,70.45,70.45,0
7994-UYIVZ,1,0,0,0,8,1,2,1,0,1,0,0,0,1,0,0,2,85.65,659.45,0
2609-IAICY,0,0,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,77.15,77.15,1
1740-CSDJP,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2,35.25,35.25,1
7717-BICXI,1,0,0,1,60,1,1,2,2,2,2,2,2,2,2,1,1,20.55,1205.05,0
6559-RAKOZ,1,0,0,1,49,1,2,1,0,1,0,1,1,1,1,0,0,97.95,4917.9,0
2636-OHFMN,1,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,48.55,201.0,1
4716-MRVEN,0,0,1,0,29,1,1,2,2,2,2,2,2,2,1,1,1,20.0,599.3,0
2143-LJULT,0,0,0,0,67,1,2,2,2,2,2,2,2,2,2,0,3,25.25,1733.15,0
1323-OOEPC,0,0,0,0,53,1,2,1,0,0,0,0,1,1,0,0,3,98.4,5149.5,1
3200-MNQTF,1,0,0,0,67,1,2,0,1,0,1,1,0,0,2,1,3,70.9,4677.1,0
6164-HXUGH,0,0,0,1,6,1,1,2,2,2,2,2,2,2,0,1,1,19.85,119.3,0
5630-IXDXV,0,0,1,0,47,1,2,1,0,0,1,0,1,1,0,0,0,106.35,4849.1,0
0320-DWVTU,0,0,1,0,53,1,1,1,1,0,1,1,0,1,2,1,1,99.5,5424.25,0
9135-MGVPY,1,0,0,0,69,1,1,0,1,0,1,1,1,1,2,0,1,84.7,5878.9,0
1212-GLHMD,1,0,1,0,3,1,1,1,1,1,0,0,0,1,0,0,1,86.05,244.85,0
7878-JGDKK,1,0,1,0,4,1,1,0,0,1,0,0,0,0,0,1,1,44.55,220.75,0
1088-AUUZZ,1,0,0,1,56,1,2,0,1,0,0,1,0,1,2,0,3,75.85,4261.2,0
0397-GZBBC,1,1,0,0,59,1,2,1,0,1,0,0,1,1,0,0,2,93.85,5574.75,1
6614-YWYSC,1,1,0,0,61,1,2,2,2,2,2,2,2,2,2,1,2,25.0,1501.75,0
9588-OZDMQ,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,45.0,89.75,0
7641-EUYET,1,1,0,1,46,1,2,1,1,0,1,0,1,0,0,0,0,100.7,4541.2,1
6476-EPYZR,1,0,0,1,12,1,1,2,2,2,2,2,2,2,0,1,1,20.5,255.5,0
9921-ZVRHG,0,0,1,0,14,1,2,1,0,1,1,0,0,0,0,0,0,80.45,1072.0,1
1174-FGIFN,0,0,0,1,28,1,2,1,0,1,0,1,0,1,1,0,0,90.45,2509.25,0
6620-HVDUJ,1,0,1,0,24,1,1,0,1,0,0,1,0,0,0,1,2,60.45,1440.75,0
4701-MLJPN,1,0,1,0,31,1,1,0,0,1,1,1,0,0,0,0,0,55.25,1715.65,1
1032-MAELW,0,0,0,1,68,1,2,0,1,0,1,1,0,1,1,0,0,78.45,5333.35,0
7641-TQFHN,1,0,1,1,39,1,2,1,0,1,0,1,1,1,2,1,1,100.55,3895.35,0
1552-TKMXS,0,0,0,0,42,1,1,2,2,2,2,2,2,2,0,1,3,20.35,869.9,0
9206-GVPEQ,1,0,0,0,13,0,0,0,1,1,0,1,1,1,0,0,0,54.45,706.85,1
8622-ZLFKO,0,0,0,0,6,1,2,1,0,0,0,0,0,1,0,0,0,90.75,512.25,0
1596-BBVTG,1,0,1,0,35,1,2,1,0,1,0,0,0,0,0,1,3,75.35,2636.05,1
6188-UXBBR,0,0,0,0,38,1,1,2,2,2,2,2,2,2,1,0,3,20.25,814.75,0
2333-KWEWW,1,0,1,0,18,1,1,2,2,2,2,2,2,2,2,1,3,20.05,388.6,0
5702-SKUOB,0,0,0,0,4,1,1,2,2,2,2,2,2,2,0,1,1,19.6,93.45,0
1134-YWTYF,1,0,0,0,27,1,1,0,0,0,0,1,0,0,0,0,0,53.8,1389.85,0
6061-GWWAV,1,0,1,1,41,1,1,0,1,0,1,0,1,0,1,1,1,70.2,2894.55,0
0679-TDGAK,1,0,0,1,50,1,1,0,1,1,0,1,1,1,1,1,0,75.5,4025.6,0
6585-WCEWR,1,0,0,1,72,1,1,2,2,2,2,2,2,2,2,1,0,20.35,1354.4,0
9067-YGSCA,0,0,1,0,70,1,2,2,2,2,2,2,2,2,1,1,3,26.05,1856.4,0
9067-SQTNS,1,0,0,1,44,1,1,2,2,2,2,2,2,2,1,1,2,20.6,926.0,0
8433-WXGNA,1,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,0,75.7,189.2,1
1776-SPBWV,0,0,0,1,34,1,1,2,2,2,2,2,2,2,1,0,2,20.1,682.1,0
8735-SDUFN,0,1,0,0,72,1,2,2,2,2,2,2,2,2,2,1,2,24.3,1778.7,0
9668-PUGNU,1,0,0,0,71,1,2,2,2,2,2,2,2,2,2,0,0,24.5,1816.2,0
9405-GPBBG,0,0,1,0,64,1,2,1,0,0,1,1,1,1,2,0,3,110.5,7069.25,0
1926-QUZNN,0,0,0,0,72,1,2,2,2,2,2,2,2,2,2,0,2,25.25,1841.2,0
3707-GNWHM,1,0,1,0,1,1,2,1,0,1,0,0,0,0,0,0,1,74.25,74.25,1
7016-NVRIC,1,1,0,0,29,1,1,1,1,1,1,0,0,1,1,1,2,90.1,2656.7,0
5829-NVSQN,0,0,0,0,23,1,1,0,1,1,1,1,0,1,1,0,2,68.75,1689.45,0
9565-AXSMR,1,0,0,1,52,1,1,2,2,2,2,2,2,2,2,1,1,19.2,1054.75,0
8922-LIEGH,0,1,1,0,25,1,2,1,0,0,0,0,0,1,0,0,0,89.7,2187.55,1
8869-LIHMK,0,0,1,0,64,1,2,1,1,0,1,1,1,1,2,0,2,115.1,7334.05,0
8245-UMPYT,0,1,1,0,16,1,2,1,0,1,0,0,1,1,0,0,0,96.4,1581.2,1
5186-SAMNZ,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,2,69.5,69.5,1
0447-RXSGD,1,0,1,0,24,1,2,1,0,0,0,0,1,1,0,0,2,99.65,2404.85,0
4927-WWOOZ,1,0,0,0,2,1,2,1,0,1,1,0,1,0,0,0,0,91.45,171.45,0
5788-YPOEG,0,0,0,1,34,1,1,0,1,0,1,1,1,1,2,1,1,84.75,2839.45,0
5373-SFODM,1,1,0,0,36,1,2,1,0,1,0,0,0,1,0,0,3,85.25,3132.75,1
0661-KBKPA,1,0,0,1,53,1,2,0,0,1,1,1,1,1,1,0,1,78.75,3942.45,0
9081-WWXKP,0,0,0,1,47,1,1,2,2,2,2,2,2,2,2,1,3,20.25,873.4,0
0784-ZQJZX,1,0,1,1,72,1,1,2,2,2,2,2,2,2,2,1,3,19.9,1529.65,0
3133-PZNSR,1,0,0,1,72,1,2,1,1,0,0,1,0,1,2,0,3,97.75,6991.6,0
5766-ZJYBB,1,0,1,0,1,1,1,2,2,2,2,2,2,2,0,1,1,19.4,19.4,1
8931-GJJIQ,0,0,1,0,9,1,2,1,0,1,0,0,0,1,0,0,0,83.3,803.3,1
4277-PVRAN,0,0,1,0,8,1,1,1,0,1,0,0,1,0,0,0,2,80.1,679.3,1
0022-TCJCI,1,1,1,0,45,1,1,0,1,1,1,0,0,1,1,1,3,62.7,2791.5,1
0722-SVSFK,0,0,1,0,7,1,1,1,0,1,1,1,1,1,0,0,0,100.4,715.0,0
3612-YVGSJ,0,0,0,0,71,1,2,2,2,2,2,2,2,2,2,0,3,24.45,1681.6,0
9825-YCXWZ,0,1,1,0,41,1,1,1,0,1,1,1,1,1,1,0,2,101.1,4016.2,0
5397-NSKQG,1,0,0,1,67,0,0,0,1,1,0,0,1,1,2,1,3,50.9,3281.65,0
8565-HBFNN,1,0,0,0,69,1,2,1,1,0,1,1,0,1,1,0,3,107.2,7317.1,0
2000-DHJUY,0,1,0,0,70,1,2,0,1,0,1,1,1,1,2,0,2,92.2,6474.45,0
0203-HHYIJ,1,0,1,0,25,1,2,2,2,2,2,2,2,2,1,1,2,25.3,676.35,1
8670-ERCJH,1,0,1,0,72,1,2,1,1,0,1,1,1,1,2,1,2,113.4,8164.1,0
7758-UJWYS,1,0,0,1,34,0,0,0,0,1,0,1,1,0,2,0,0,40.55,1325.85,0
2050-ONYDQ,0,0,0,1,65,1,2,2,2,2,2,2,2,2,2,1,3,26.0,1654.85,0
7055-JCGNI,0,0,1,0,70,1,2,1,1,0,1,1,1,1,2,0,3,111.95,7795.95,0
0739-UUAJR,0,0,0,1,72,0,0,0,1,1,1,0,1,1,2,0,3,53.8,3952.45,0
4826-DXMUP,1,0,1,1,35,1,1,0,0,1,0,1,1,1,1,0,1,72.1,2495.15,0
0952-KMEEH,1,0,1,0,13,1,2,1,1,1,0,0,1,1,0,1,1,98.15,1230.25,1
7285-KLOTR,0,0,0,0,12,1,2,0,1,1,1,0,1,1,1,1,0,78.85,876.75,0
0654-PQKDW,0,0,0,1,62,1,1,0,1,1,1,1,1,0,1,0,2,70.75,4263.45,0
7175-NTIXE,0,0,1,0,25,1,1,0,1,1,0,1,1,1,0,0,3,76.15,1992.95,0
7963-SHNDT,0,0,1,0,52,0,0,0,1,0,0,1,0,0,2,1,1,39.1,1982.1,0
9796-BPKIW,1,1,1,0,8,1,1,1,0,1,0,0,0,0,0,0,3,69.95,562.7,0
0188-GWFLE,1,0,1,0,2,1,1,2,2,2,2,2,2,2,0,1,1,20.05,33.7,0
8129-GMVGI,0,0,0,1,56,1,1,2,2,2,2,2,2,2,2,1,1,20.05,1090.1,0
2882-DDZPG,0,0,1,0,12,1,1,2,2,2,2,2,2,2,0,1,2,19.45,227.45,0
3547-LQRIK,0,0,0,0,47,1,2,2,2,2,2,2,2,2,1,1,0,26.9,1250.85,0
9137-NOQKA,1,1,1,0,2,1,1,2,2,2,2,2,2,2,0,1,0,19.2,37.2,0
5843-TTHGI,0,0,1,0,18,1,1,0,0,1,1,0,0,0,0,0,1,50.0,892.7,0
1849-RJYIG,0,0,1,0,8,1,1,0,1,1,0,0,1,0,0,0,0,60.0,487.75,0
8868-GAGIO,1,0,0,0,45,1,2,1,1,1,1,0,0,0,0,0,1,84.55,3713.95,0
4061-UKJWL,1,0,1,0,3,1,1,0,0,1,0,0,0,0,0,1,1,45.45,141.7,0
5380-XPJNZ,0,0,1,0,38,1,1,2,2,2,2,2,2,2,1,1,1,20.05,678.2,0
8263-QMNTJ,1,0,0,0,72,1,2,1,1,0,1,1,1,1,2,0,0,115.55,8425.3,0
8178-EYZUO,1,0,1,0,46,1,2,1,1,0,0,0,0,1,0,0,0,93.7,4154.8,1
3230-JCNZS,0,0,0,1,71,1,2,1,1,0,1,0,1,0,2,0,3,99.0,7061.65,0
0277-ORXQS,1,0,0,1,66,0,0,0,0,1,0,1,1,1,2,1,2,50.55,3364.55,0
5130-IEKQT,1,1,1,0,25,1,2,1,0,0,1,0,1,1,0,1,1,105.95,2655.25,1
3230-WYKIR,1,0,1,0,18,1,2,0,0,1,1,1,1,1,1,0,3,82.0,1425.45,1
7996-BPXHY,0,0,0,1,13,1,2,2,2,2,2,2,2,2,2,0,2,25.0,332.5,0
3227-WLKLI,0,0,0,1,65,1,2,0,1,0,1,1,1,1,2,1,2,91.55,5963.95,0
0407-BDJKB,1,0,0,0,60,1,2,1,0,0,1,0,1,0,0,0,0,95.75,5742.9,1
2266-FUBDZ,1,0,0,1,15,1,1,2,2,2,2,2,2,2,2,1,1,19.35,278.85,0
8237-ULIXL,0,0,0,0,72,1,2,2,2,2,2,2,2,2,2,1,3,24.85,1871.85,0
9600-UDOPK,1,0,0,0,30,1,2,1,0,1,0,0,1,1,0,0,3,94.05,2866.45,1
8216-AZUUZ,0,0,0,1,42,1,1,1,0,1,1,1,1,1,2,0,0,100.4,4303.65,0
9153-BTBVV,0,0,0,0,71,1,2,2,2,2,2,2,2,2,2,1,2,25.0,1753.0,0
4074-SJFFA,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,54.75,54.75,1
3269-ATYWD,1,1,1,0,39,1,2,1,0,1,0,0,1,1,0,0,2,95.65,3759.05,1
5186-PEIZU,0,0,1,0,35,1,1,2,2,2,2,2,2,2,0,1,2,19.25,617.65,0
1074-AMIOH,0,0,0,1,53,1,1,1,0,0,1,1,1,1,0,0,2,108.25,5935.1,0
4910-GMJOT,0,0,1,0,1,1,2,1,0,1,0,0,1,1,0,0,0,94.6,94.6,1
0354-WYROK,0,1,0,1,31,1,1,1,0,1,1,1,1,1,0,0,0,98.9,2911.3,1
4361-FEBGN,1,0,1,0,48,1,1,2,2,2,2,2,2,2,2,1,3,20.15,982.95,0
7748-UMTRK,0,1,1,1,30,1,2,1,0,1,0,1,1,1,0,0,0,101.3,2974.5,0
0380-ZCSBI,1,0,1,0,10,1,1,2,2,2,2,2,2,2,0,1,3,20.0,198.7,0
7145-FEJWU,0,0,1,1,12,1,2,1,0,0,1,0,1,1,0,0,0,105.3,1275.65,0
6463-MVYRY,0,1,1,0,57,1,1,0,1,1,1,1,1,0,2,1,2,69.85,4003.0,0
3969-JQABI,0,0,0,0,58,1,1,0,1,0,0,0,1,0,0,0,3,65.25,3791.6,0
9624-EGDEQ,0,0,1,0,37,1,1,2,2,2,2,2,2,2,2,1,1,19.8,813.3,0
1051-EQPZR,0,0,0,1,44,1,1,2,2,2,2,2,2,2,0,1,1,19.6,780.25,0
5849-ASHZJ,1,0,1,1,27,1,1,2,2,2,2,2,2,2,1,1,3,20.05,552.9,0
5780-INQIK,0,0,1,0,8,1,1,0,0,1,0,1,0,0,0,1,0,49.4,408.25,0
7576-OYWBN,1,1,1,0,3,1,2,1,0,1,0,0,0,0,0,0,0,76.05,231.8,1
4526-ZJJTM,0,1,0,0,25,1,1,1,0,0,1,0,0,1,0,1,2,88.4,2191.15,0
8384-FZBJK,0,0,0,1,57,1,2,1,0,0,0,0,1,1,0,0,0,100.6,5611.7,0
3750-RNQKR,0,0,1,0,12,1,1,2,2,2,2,2,2,2,0,1,1,19.45,246.25,0
0962-CQPWQ,0,0,0,1,62,1,1,2,2,2,2,2,2,2,2,1,2,20.3,1296.15,0
3096-YXENJ,0,0,0,0,65,1,2,1,0,0,1,1,1,1,2,0,2,107.65,7082.85,0
1265-BCFEO,0,0,0,0,71,1,2,0,0,1,1,1,1,1,2,0,2,80.45,5662.25,0
5837-LXSDN,0,0,0,1,21,1,1,0,0,0,0,0,1,0,1,0,3,58.85,1215.45,0
5945-AZYHT,1,0,0,0,71,1,2,1,1,0,1,0,1,1,1,0,0,109.6,7854.15,0
8325-QRPZR,0,0,1,0,7,1,1,1,0,1,1,0,0,0,0,0,0,75.15,525.0,0
6384-VMJHP,0,0,1,0,72,1,1,0,1,0,1,1,0,1,2,0,3,73.0,5265.2,0
2262-SLNVK,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,70.1,70.1,0
7730-CLDSV,0,0,0,1,72,1,2,1,0,0,1,1,0,1,2,0,2,98.65,7129.45,0
1135-HIORI,0,0,0,1,64,1,2,1,0,0,1,1,1,1,1,0,0,111.45,7266.95,0
0164-APGRB,0,0,1,0,72,1,2,1,1,0,1,1,1,1,2,0,0,114.9,8496.7,0
6481-ESCNL,0,0,1,0,29,1,2,1,0,1,1,0,1,1,0,1,2,100.55,2878.75,0
1790-NESIO,0,0,1,0,13,1,1,2,2,2,2,2,2,2,2,0,1,20.4,261.3,0
1550-EENBN,0,0,1,0,31,1,2,1,1,0,0,0,1,1,0,1,0,104.35,3205.6,0
5539-TMZLF,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,69.75,69.75,1
4323-SADQS,1,0,0,1,7,0,0,0,1,1,0,1,0,0,0,0,0,34.5,279.25,1
4446-BZKHU,1,0,0,0,61,1,2,1,0,0,1,0,1,1,0,0,0,105.55,6281.45,1
5202-IVJNU,0,0,1,1,39,0,0,0,0,1,1,0,0,0,0,1,3,30.1,1131.3,1
5976-JCJRH,1,0,0,0,10,1,1,1,0,1,0,0,0,0,0,0,0,70.3,738.2,1
8198-RKSZG,0,0,0,1,14,1,2,0,0,0,0,1,1,1,0,1,3,80.45,1137.05,0
0137-OCGAB,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,1,80.2,80.2,1
3351-NQLDI,0,0,0,1,67,1,2,1,1,1,0,1,0,1,1,0,3,94.35,6341.45,1
9297-EONCV,0,0,1,0,72,1,2,0,1,0,1,1,1,1,2,0,2,91.35,6697.2,0
7593-JNWRU,1,0,0,1,6,1,1,0,0,1,0,0,0,0,0,0,2,44.6,260.8,1
4588-YBNIB,0,0,1,0,1,1,1,2,2,2,2,2,2,2,0,0,1,19.6,19.6,1
1069-QJOEE,1,0,0,1,25,1,1,2,2,2,2,2,2,2,1,1,0,19.9,505.45,0
3336-JORSO,0,1,1,0,33,1,2,1,0,0,1,1,1,1,0,0,0,110.45,3655.45,1
7799-DSEWS,1,0,1,0,18,1,1,0,1,1,1,1,1,0,0,0,0,68.35,1299.8,0
8766-PAFNE,1,0,0,0,71,1,1,0,0,0,1,1,1,1,2,0,3,79.1,5564.85,0
5315-CKEQK,1,1,0,1,28,1,2,0,0,1,0,0,0,0,1,0,0,51.0,1381.8,0
3130-ICDUP,0,0,1,1,2,1,2,1,1,1,0,0,0,0,0,1,3,80.55,188.1,0
0820-FNRNX,1,0,0,1,17,1,2,0,0,0,1,1,0,0,0,0,1,66.7,1077.05,0
0880-FVFWF,1,0,1,0,56,1,2,1,1,0,0,0,0,0,0,0,0,86.4,4922.4,0
4611-ANLQC,0,0,0,0,60,0,0,0,1,0,1,0,0,1,1,1,0,50.05,2911.5,0
4213-HKBJO,0,0,1,0,33,1,2,2,2,2,2,2,2,2,2,1,3,25.7,826.1,0
2792-LSHWX,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,83.4,83.4,0
5028-GZLDO,1,0,1,0,2,1,1,1,0,1,0,0,0,0,0,1,3,70.7,140.7,1
0014-BMAQU,1,0,0,0,63,1,2,1,1,1,0,1,0,0,2,0,3,84.65,5377.8,0
6861-XWTWQ,1,1,0,0,7,1,2,1,0,1,1,0,1,1,0,0,0,99.25,665.45,1
9018-PCIOK,0,0,1,0,55,1,1,0,0,0,1,0,0,1,2,0,1,64.75,3617.1,0
4837-QUSFT,0,0,0,0,65,1,2,1,1,0,0,1,1,0,1,0,2,100.15,6643.5,0
6877-TJMBR,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,84.8,84.8,1
9953-ZMKSM,1,0,1,0,63,1,2,2,2,2,2,2,2,2,2,1,1,25.25,1559.3,0
0907-HQNTS,0,1,0,0,70,1,2,1,1,0,1,1,1,1,2,0,3,113.0,7987.6,0
7665-NKLAV,0,0,0,1,36,0,0,0,1,1,1,1,0,0,2,1,3,40.65,1547.35,0
6769-DCQLI,1,0,1,0,52,1,1,1,0,0,1,1,1,1,1,0,2,105.0,5426.85,1
2433-KMEAS,1,0,1,0,22,1,2,0,1,1,0,0,0,0,0,0,0,54.45,1127.35,1
4391-LNRXK,1,0,1,0,22,1,1,1,0,0,1,1,0,1,0,0,2,94.95,2142.8,0
8250-ZNGGW,0,1,1,0,5,1,1,0,1,0,0,1,0,0,0,1,3,59.9,287.85,0
2195-ZRVAX,0,0,0,0,47,1,1,1,0,1,1,0,0,1,0,0,0,85.3,4045.65,1
3550-SAHFP,0,0,1,0,33,1,2,1,0,1,0,0,0,1,0,0,0,83.35,2757.85,1
2011-TRQYE,1,0,1,0,18,0,0,0,0,0,1,0,0,0,0,0,3,33.5,600.0,1
8562-GHPPI,0,0,1,0,1,1,1,2,2,2,2,2,2,2,0,1,3,19.8,19.8,0
5893-PYOLZ,1,0,1,0,56,1,1,0,0,0,1,1,1,1,2,0,3,81.8,4534.45,0
4986-MXSFP,0,0,1,0,2,1,1,2,2,2,2,2,2,2,0,0,1,20.0,40.9,0
6131-FOYAS,1,0,1,0,35,1,2,0,1,1,1,0,0,0,0,0,0,59.6,2094.9,0
3027-YNWZU,0,0,0,0,64,1,2,2,2,2,2,2,2,2,2,1,3,25.0,1584.8,0
5609-IMCGG,0,0,1,0,15,1,2,1,1,1,1,0,0,0,0,0,3,84.35,1302.65,0
4873-ILOLJ,1,0,1,0,24,1,1,1,0,1,0,0,1,1,0,0,0,90.35,2238.5,1
4727-MCYZG,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,55.55,55.55,0
9481-WHGWY,0,0,0,1,70,1,1,0,1,1,0,1,1,1,2,1,3,75.35,5437.75,0
2725-KXXWT,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,90.75,90.75,1
